cell_line	small_molecule	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
BT-20	PF562271	0.37	3670	4327	1362.6667	0.81186
BT-20	PF562271	1.11	2923.3333	4327	1362.6667	0.58074
BT-20	PF562271	3.33	1832.3333	4327	1362.6667	0.19442
BT-20	PF562271	10	937.6667	4327	1362.6667	-0.20088
BT-20	PHA-665752	0.04	4552.6667	4489	1362.6667	1.0164
BT-20	PHA-665752	0.12	4562	4489	1362.6667	1.0188
BT-20	PHA-665752	0.37	4506	4489	1362.6667	1.0044
BT-20	PHA-665752	1.11	4423.3333	4489	1362.6667	0.98294
BT-20	PHA-665752	3.33	4408.3333	4489	1362.6667	0.97903
BT-20	PHA-665752	10	2182.3333	4489	1362.6667	0.31497
BT-20	PHA-793887	0.04	2715	4327	1362.6667	0.51217
BT-20	PHA-793887	0.12	2484	4327	1362.6667	0.43361
BT-20	PHA-793887	0.37	2059.3333	4327	1362.6667	0.28111
BT-20	PHA-793887	1.11	1637	4327	1362.6667	0.11632
BT-20	PHA-793887	3.33	1350.6667	4327	1362.6667	-0.0052923
BT-20	PHA-793887	10	932.6667	4327	1362.6667	-0.20344
BT-20	PI103	0.04	4172.6667	4327	1362.6667	0.9569
BT-20	PI103	0.12	3418.6667	4327	1362.6667	0.73637
BT-20	PI103	0.37	2290.6667	4327	1362.6667	0.36559
BT-20	PI103	1.11	1595.6667	4327	1362.6667	0.099322
BT-20	PI103	3.33	1244.3333	4327	1362.6667	-0.053039
BT-20	PI103	10	1120.3333	4327	1362.6667	-0.11083
BT-20	PIK-93	0.04	4583	4489	1362.6667	1.0242
BT-20	PIK-93	0.12	4562.3333	4489	1362.6667	1.0189
BT-20	PIK-93	0.37	4679.3333	4489	1362.6667	1.0489
BT-20	PIK-93	1.11	4387.6667	4489	1362.6667	0.97363
BT-20	PIK-93	3.33	3537	4489	1362.6667	0.74119
BT-20	PIK-93	10	1599.3333	4489	1362.6667	0.097581
BT-20	PLX-4720	0.04	4553.3333	4489	1362.6667	1.0166
BT-20	PLX-4720	0.12	4425	4489	1362.6667	0.98337
BT-20	PLX-4720	0.37	4340.6667	4489	1362.6667	0.96131
BT-20	PLX-4720	1.11	4099	4489	1362.6667	0.89706
BT-20	PLX-4720	3.33	3344.6667	4489	1362.6667	0.6855
BT-20	PLX-4720	10	2454.3333	4489	1362.6667	0.40791
BT-20	Palbociclib	0.04	3174	4327	1362.6667	0.66071
BT-20	Palbociclib	0.12	2782	4327	1362.6667	0.53444
BT-20	Palbociclib	0.37	2424.6667	4327	1362.6667	0.41297
BT-20	Palbociclib	1.11	2100	4327	1362.6667	0.29622
BT-20	Palbociclib	3.33	2035	4327	1362.6667	0.272
BT-20	Palbociclib	10	1845.3333	4327	1362.6667	0.19949
BT-20	Pelitinib	0.04	4384	4489	1362.6667	0.97267
BT-20	Pelitinib	0.12	4056	4489	1362.6667	0.88546
BT-20	Pelitinib	0.37	3631.3333	4489	1362.6667	0.76804
BT-20	Pelitinib	1.11	3404	4489	1362.6667	0.70282
BT-20	Pelitinib	3.33	3106.6667	4489	1362.6667	0.61469
BT-20	Pelitinib	10	866.6667	4489	1362.6667	-0.23135
BT-20	QL-X-138	0.04	3370.6667	4327	1362.6667	0.7217
BT-20	QL-X-138	0.12	3369.3333	4327	1362.6667	0.72129
BT-20	QL-X-138	0.37	3071.6667	4327	1362.6667	0.62838
BT-20	QL-X-138	1.11	2769	4327	1362.6667	0.53014
BT-20	QL-X-138	3.33	2337.3333	4327	1362.6667	0.38222
BT-20	QL-X-138	10	914	4327	1362.6667	-0.21304
BT-20	QL-XII-47	0.04	3311.3333	4327	1362.6667	0.70346
BT-20	QL-XII-47	0.12	3135.6667	4327	1362.6667	0.64865
BT-20	QL-XII-47	0.37	2309	4327	1362.6667	0.37214
BT-20	QL-XII-47	1.11	1539	4327	1362.6667	0.075733
BT-20	QL-XII-47	3.33	1081.3333	4327	1362.6667	-0.12953
BT-20	QL-XII-47	10	811.3333	4327	1362.6667	-0.26733
BT-20	R406	0.04	4324.6667	4327	1362.6667	0.99935
BT-20	R406	0.12	4259.6667	4327	1362.6667	0.98127
BT-20	R406	0.37	4264	4327	1362.6667	0.98248
BT-20	R406	1.11	4242	4327	1362.6667	0.97634
BT-20	R406	3.33	4079	4327	1362.6667	0.93042
BT-20	R406	10	2465.6667	4327	1362.6667	0.42726
BT-20	Radicicol	0.04	3842.5	4408	1362.6667	0.84427
BT-20	Radicicol	0.12	2448.8333	4408	1362.6667	0.41353
BT-20	Radicicol	0.37	1664	4408	1362.6667	0.12519
BT-20	Radicicol	1.11	1356	4408	1362.6667	-0.0028915
BT-20	Radicicol	3.33	1265.1667	4408	1362.6667	-0.042886
BT-20	Radicicol	10	1046.6667	4408	1362.6667	-0.14425
BT-20	Rapamycin	0.04	2804.6667	4327	1362.6667	0.54193
BT-20	Rapamycin	0.12	2748.6667	4327	1362.6667	0.52339
BT-20	Rapamycin	0.37	2768.6667	4327	1362.6667	0.53003
BT-20	Rapamycin	1.11	2781.6667	4327	1362.6667	0.53433
BT-20	Rapamycin	3.33	2811.3333	4327	1362.6667	0.54413
BT-20	Rapamycin	10	2960.6667	4327	1362.6667	0.59282
BT-20	Ruxolitinib	0.04	4354.6667	4489	1362.6667	0.96498
BT-20	Ruxolitinib	0.12	4254.6667	4489	1362.6667	0.93862
BT-20	Ruxolitinib	0.37	4272	4489	1362.6667	0.94321
BT-20	Ruxolitinib	1.11	4348	4489	1362.6667	0.96323
BT-20	Ruxolitinib	3.33	4189.6667	4489	1362.6667	0.92134
BT-20	Ruxolitinib	10	3396.6667	4489	1362.6667	0.70068
BT-20	SB590885	0.04	4510.3333	4489	1362.6667	1.0055
BT-20	SB590885	0.12	4451.3333	4489	1362.6667	0.99023
BT-20	SB590885	0.37	4490	4489	1362.6667	1.0003
BT-20	SB590885	1.11	4418.3333	4489	1362.6667	0.98163
BT-20	SB590885	3.33	4609	4489	1362.6667	1.0309
BT-20	SB590885	10	4000.3333	4489	1362.6667	0.87037
BT-20	SU11274	0.04	4708.3333	4489	1362.6667	1.0562
BT-20	SU11274	0.12	4651	4489	1362.6667	1.0417
BT-20	SU11274	0.37	4484	4489	1362.6667	0.9987
BT-20	SU11274	1.11	4197.6667	4489	1362.6667	0.92348
BT-20	SU11274	3.33	3803.6667	4489	1362.6667	0.81635
BT-20	SU11274	10	1544.3333	4489	1362.6667	0.075475
BT-20	Saracatinib	0.04	4336	4327	1362.6667	1.0025
BT-20	Saracatinib	0.12	4140	4327	1362.6667	0.94769
BT-20	Saracatinib	0.37	3898.6667	4327	1362.6667	0.87876
BT-20	Saracatinib	1.11	3573	4327	1362.6667	0.78298
BT-20	Saracatinib	3.33	3041	4327	1362.6667	0.61861
BT-20	Saracatinib	10	1983.3333	4327	1362.6667	0.25253
BT-20	Selumetinib	0.04	4748.6667	4327	1362.6667	1.1147
BT-20	Selumetinib	0.12	4429.6667	4327	1362.6667	1.0283
BT-20	Selumetinib	0.37	4356	4327	1362.6667	1.008
BT-20	Selumetinib	1.11	4390	4327	1362.6667	1.0174
BT-20	Selumetinib	3.33	4286.3333	4327	1362.6667	0.9887
BT-20	Selumetinib	10	4248.6667	4327	1362.6667	0.9782
BT-20	Sigma A6730	0.04	3873.6667	4489	1362.6667	0.83571
BT-20	Sigma A6730	0.12	3943.3333	4489	1362.6667	0.85483
BT-20	Sigma A6730	0.37	4187.3333	4489	1362.6667	0.92072
BT-20	Sigma A6730	1.11	3931.6667	4489	1362.6667	0.85164
BT-20	Sigma A6730	3.33	4022.6667	4489	1362.6667	0.87644
BT-20	Sigma A6730	10	2132.3333	4489	1362.6667	0.29737
BT-20	Sorafenib	0.04	4103	4327	1362.6667	0.93723
BT-20	Sorafenib	0.12	4068.3333	4327	1362.6667	0.92739
BT-20	Sorafenib	0.37	3832.6667	4327	1362.6667	0.85962
BT-20	Sorafenib	1.11	3796.6667	4327	1362.6667	0.84912
BT-20	Sorafenib	3.33	3746.3333	4327	1362.6667	0.83437
BT-20	Sorafenib	10	2501.6667	4327	1362.6667	0.43972
BT-20	TG 101348	0.04	4642	4489	1362.6667	1.0394
BT-20	TG 101348	0.12	4366.6667	4489	1362.6667	0.96813
BT-20	TG 101348	0.37	4235.6667	4489	1362.6667	0.93358
BT-20	TG 101348	1.11	3827	4489	1362.6667	0.82282
BT-20	TG 101348	3.33	3150.6667	4489	1362.6667	0.62795
BT-20	TG 101348	10	1100	4489	1362.6667	-0.11706
BT-20	TGX221	0.04	4176	4489	1362.6667	0.9177
BT-20	TGX221	0.12	4298.3333	4489	1362.6667	0.95016
BT-20	TGX221	0.37	4505.6667	4489	1362.6667	1.0043
BT-20	TGX221	1.11	4545	4489	1362.6667	1.0145
BT-20	TGX221	3.33	4677.3333	4489	1362.6667	1.0484
BT-20	TGX221	10	4694.3333	4489	1362.6667	1.0527
BT-20	TWS119	0.04	4542.3333	4489	1362.6667	1.0138
BT-20	TWS119	0.12	4437.6667	4489	1362.6667	0.98667
BT-20	TWS119	0.37	4380.6667	4489	1362.6667	0.97179
BT-20	TWS119	1.11	4096.3333	4489	1362.6667	0.89634
BT-20	TWS119	3.33	3416	4489	1362.6667	0.7063
BT-20	TWS119	10	1424.3333	4489	1362.6667	0.026067
BT-20	Torin1	0.04	2031.6667	4327	1362.6667	0.27075
BT-20	Torin1	0.12	1643	4327	1362.6667	0.11877
BT-20	Torin1	0.37	1405.3333	4327	1362.6667	0.018668
BT-20	Torin1	1.11	1214.3333	4327	1362.6667	-0.066802
BT-20	Torin1	3.33	1039	4327	1362.6667	-0.15014
BT-20	Torin1	10	850.6667	4327	1362.6667	-0.24623
BT-20	Torin2	0.04	1327.6667	4489	1362.6667	-0.015015
BT-20	Torin2	0.12	1211	4489	1362.6667	-0.066304
BT-20	Torin2	0.37	1106	4489	1362.6667	-0.11426
BT-20	Torin2	1.11	918.6667	4489	1362.6667	-0.20486
BT-20	Torin2	3.33	775	4489	1362.6667	-0.27972
BT-20	Torin2	10	855	4489	1362.6667	-0.23738
BT-20	Tozasertib	0.04	2439.3333	4489	1362.6667	0.4029
BT-20	Tozasertib	0.12	1529.3333	4489	1362.6667	0.069389
BT-20	Tozasertib	0.37	1326.6667	4489	1362.6667	-0.015446
BT-20	Tozasertib	1.11	1307.3333	4489	1362.6667	-0.023814
BT-20	Tozasertib	3.33	1289	4489	1362.6667	-0.031796
BT-20	Tozasertib	10	1327	4489	1362.6667	-0.015302
BT-20	Trametinib	0.04	3414	4489	1362.6667	0.70572
BT-20	Trametinib	0.12	3658.3333	4489	1362.6667	0.77567
BT-20	Trametinib	0.37	3540.3333	4489	1362.6667	0.74214
BT-20	Trametinib	1.11	3455	4489	1362.6667	0.7176
BT-20	Trametinib	3.33	3336.3333	4489	1362.6667	0.68305
BT-20	Trametinib	10	3594.6667	4489	1362.6667	0.75764
BT-20	Vemurafenib	0.04	4413.6667	4489	1362.6667	0.98042
BT-20	Vemurafenib	0.12	4400	4489	1362.6667	0.97685
BT-20	Vemurafenib	0.37	4366.3333	4489	1362.6667	0.96804
BT-20	Vemurafenib	1.11	4315.6667	4489	1362.6667	0.95473
BT-20	Vemurafenib	3.33	4022.6667	4489	1362.6667	0.87644
BT-20	Vemurafenib	10	3014.3333	4489	1362.6667	0.58661
BT-20	WH-4-025	0.04	4398.3333	4489	1362.6667	0.97641
BT-20	WH-4-025	0.12	3520.6667	4489	1362.6667	0.73651
BT-20	WH-4-025	0.37	3070.6667	4489	1362.6667	0.60378
BT-20	WH-4-025	1.11	1936.3333	4489	1362.6667	0.22664
BT-20	WH-4-025	3.33	1650.3333	4489	1362.6667	0.1178
BT-20	WH-4-025	10	851.3333	4489	1362.6667	-0.23928
BT-20	WYE-125132	0.04	2599	4327	1362.6667	0.47307
BT-20	WYE-125132	0.12	2042.3333	4327	1362.6667	0.27475
BT-20	WYE-125132	0.37	1887.3333	4327	1362.6667	0.2158
BT-20	WYE-125132	1.11	1739	4327	1362.6667	0.15754
BT-20	WYE-125132	3.33	1656	4327	1362.6667	0.12407
BT-20	WYE-125132	10	1492.6667	4327	1362.6667	0.056185
BT-20	WZ-4-145	0.04	3613.6667	4327	1362.6667	0.79512
BT-20	WZ-4-145	0.12	3818.3333	4327	1362.6667	0.85544
BT-20	WZ-4-145	0.37	3755	4327	1362.6667	0.83692
BT-20	WZ-4-145	1.11	3446.6667	4327	1362.6667	0.74489
BT-20	WZ-4-145	3.33	3318.3333	4327	1362.6667	0.70561
BT-20	WZ-4-145	10	2018	4327	1362.6667	0.26562
BT-20	WZ3105	0.04	1955	4489	1362.6667	0.2335
BT-20	WZ3105	0.12	1538	4489	1362.6667	0.072909
BT-20	WZ3105	0.37	1281.6667	4489	1362.6667	-0.035003
BT-20	WZ3105	1.11	976.3333	4489	1362.6667	-0.17621
BT-20	WZ3105	3.33	869.6667	4489	1362.6667	-0.2298
BT-20	WZ3105	10	724	4489	1362.6667	-0.30767
BT-20	Withaferin A	0.04	4568.5	4408	1362.6667	1.0427
BT-20	Withaferin A	0.12	4375.8333	4408	1362.6667	0.99137
BT-20	Withaferin A	0.37	3440.6667	4408	1362.6667	0.72783
BT-20	Withaferin A	1.11	1137.3333	4408	1362.6667	-0.10123
BT-20	Withaferin A	3.33	677	4408	1362.6667	-0.33835
BT-20	Withaferin A	10	780.1667	4408	1362.6667	-0.28056
BT-20	XL147	0.04	4767	4489	1362.6667	1.0711
BT-20	XL147	0.12	4685	4489	1362.6667	1.0503
BT-20	XL147	0.37	4473	4489	1362.6667	0.99585
BT-20	XL147	1.11	4339.3333	4489	1362.6667	0.96096
BT-20	XL147	3.33	3918.3333	4489	1362.6667	0.84799
BT-20	XL147	10	1738.6667	4489	1362.6667	0.1522
BT-20	XMD11-50	0.04	3923	4327	1362.6667	0.88579
BT-20	XMD11-50	0.12	3820.6667	4327	1362.6667	0.85612
BT-20	XMD11-50	0.37	3644	4327	1362.6667	0.80415
BT-20	XMD11-50	1.11	3370	4327	1362.6667	0.7215
BT-20	XMD11-50	3.33	2833	4327	1362.6667	0.55126
BT-20	XMD11-50	10	1958	4327	1362.6667	0.24291
BT-20	XMD11-85h	0.04	3593	4327	1362.6667	0.78896
BT-20	XMD11-85h	0.12	4136.3333	4327	1362.6667	0.94666
BT-20	XMD11-85h	0.37	4106.6667	4327	1362.6667	0.93827
BT-20	XMD11-85h	1.11	4097.3333	4327	1362.6667	0.93562
BT-20	XMD11-85h	3.33	3955	4327	1362.6667	0.895
BT-20	XMD11-85h	10	3424.3333	4327	1362.6667	0.73809
BT-20	XMD16-144	0.04	3960	4489	1362.6667	0.85939
BT-20	XMD16-144	0.12	2527	4489	1362.6667	0.432
BT-20	XMD16-144	0.37	1609.6667	4489	1362.6667	0.1017
BT-20	XMD16-144	1.11	1504.3333	4489	1362.6667	0.05919
BT-20	XMD16-144	3.33	1494.6667	4489	1362.6667	0.055228
BT-20	XMD16-144	10	1227	4489	1362.6667	-0.059151
BT-20	Y39983	0.04	4312.3333	4327	1362.6667	0.99593
BT-20	Y39983	0.12	4361	4327	1362.6667	1.0094
BT-20	Y39983	0.37	4161	4327	1362.6667	0.95361
BT-20	Y39983	1.11	3932.3333	4327	1362.6667	0.88848
BT-20	Y39983	3.33	3616.6667	4327	1362.6667	0.79602
BT-20	Y39983	10	2080.3333	4327	1362.6667	0.28893
BT-20	YM 201636	0.04	4732.6667	4489	1362.6667	1.0624
BT-20	YM 201636	0.12	4470.3333	4489	1362.6667	0.99516
BT-20	YM 201636	0.37	4236.6667	4489	1362.6667	0.93385
BT-20	YM 201636	1.11	3580.6667	4489	1362.6667	0.75365
BT-20	YM 201636	3.33	3012.3333	4489	1362.6667	0.586
BT-20	YM 201636	10	1517.6667	4489	1362.6667	0.064639
BT-20	ZSTK474	0.04	4236.3333	4327	1362.6667	0.97475
BT-20	ZSTK474	0.12	3837.3333	4327	1362.6667	0.86098
BT-20	ZSTK474	0.37	3014.3333	4327	1362.6667	0.61008
BT-20	ZSTK474	1.11	1885	4327	1362.6667	0.2149
BT-20	ZSTK474	3.33	1542.6667	4327	1362.6667	0.077269
BT-20	ZSTK474	10	1225.6667	4327	1362.6667	-0.061587
Hs 578T	(R)- Roscovitine	0.04	3475	3439.3333	784	1.0097
Hs 578T	(R)- Roscovitine	0.12	3456.6667	3439.3333	784	1.0047
Hs 578T	(R)- Roscovitine	0.37	3347.6667	3439.3333	784	0.97483
Hs 578T	(R)- Roscovitine	1.11	3249	3439.3333	784	0.94733
Hs 578T	(R)- Roscovitine	3.33	3219	3439.3333	784	0.93888
Hs 578T	(R)- Roscovitine	10	2360.3333	3439.3333	784	0.67643
Hs 578T	A443654	0.04	2077.6667	3359.3333	784	0.59083
Hs 578T	A443654	0.12	1268.6667	3359.3333	784	0.25769
Hs 578T	A443654	0.37	676.6667	3359.3333	784	-0.067732
Hs 578T	A443654	1.11	474.6667	3359.3333	784	-0.21261
Hs 578T	A443654	3.33	417.6667	3359.3333	784	-0.25916
Hs 578T	A443654	10	403.6667	3359.3333	784	-0.2711
Hs 578T	AT-7519	0.04	2960	3359.3333	784	0.88299
Hs 578T	AT-7519	0.12	1986	3359.3333	784	0.557
Hs 578T	AT-7519	0.37	640.3333	3359.3333	784	-0.091922
Hs 578T	AT-7519	1.11	585	3359.3333	784	-0.13019
Hs 578T	AT-7519	3.33	459.3333	3359.3333	784	-0.22483
Hs 578T	AT-7519	10	395.3333	3359.3333	784	-0.27831
Hs 578T	AZD 5438	0.04	3025.3333	3359.3333	784	0.90268
Hs 578T	AZD 5438	0.12	2298.3333	3359.3333	784	0.66919
Hs 578T	AZD 5438	0.37	1293	3359.3333	784	0.26913
Hs 578T	AZD 5438	1.11	766.3333	3359.3333	784	-0.010798
Hs 578T	AZD 5438	3.33	636.3333	3359.3333	784	-0.094629
Hs 578T	AZD 5438	10	523.3333	3359.3333	784	-0.17514
Hs 578T	AZD-6482	0.04	3195.6667	3439.3333	784	0.93228
Hs 578T	AZD-6482	0.12	3055.6667	3439.3333	784	0.89212
Hs 578T	AZD-6482	0.37	2944	3439.3333	784	0.85939
Hs 578T	AZD-6482	1.11	2654.3333	3439.3333	784	0.77127
Hs 578T	AZD-6482	3.33	2405.6667	3439.3333	784	0.69144
Hs 578T	AZD-6482	10	1500	3439.3333	784	0.35547
Hs 578T	AZD7762	0.04	1670.3333	3359.3333	784	0.43377
Hs 578T	AZD7762	0.12	954	3359.3333	784	0.097997
Hs 578T	AZD7762	0.37	781	3359.3333	784	-0.0018246
Hs 578T	AZD7762	1.11	636.6667	3359.3333	784	-0.094403
Hs 578T	AZD7762	3.33	530.3333	3359.3333	784	-0.1699
Hs 578T	AZD7762	10	411	3359.3333	784	-0.26482
Hs 578T	AZD8055	0.04	1259.3333	3359.3333	784	0.25328
Hs 578T	AZD8055	0.12	1119.3333	3359.3333	784	0.18486
Hs 578T	AZD8055	0.37	1097.6667	3359.3333	784	0.17388
Hs 578T	AZD8055	1.11	1066.3333	3359.3333	784	0.15779
Hs 578T	AZD8055	3.33	980.3333	3359.3333	784	0.11233
Hs 578T	AZD8055	10	541.6667	3359.3333	784	-0.1615
Hs 578T	AZD8330	0.04	1239.3333	3439.3333	784	0.23944
Hs 578T	AZD8330	0.12	1175	3439.3333	784	0.20886
Hs 578T	AZD8330	0.37	1187.3333	3439.3333	784	0.21479
Hs 578T	AZD8330	1.11	1182	3439.3333	784	0.21223
Hs 578T	AZD8330	3.33	1191	3439.3333	784	0.21654
Hs 578T	AZD8330	10	1151.3333	3439.3333	784	0.19738
Hs 578T	Afatinib	0.04	3186	3359.3333	784	0.95016
Hs 578T	Afatinib	0.12	3182.6667	3359.3333	784	0.94919
Hs 578T	Afatinib	0.37	3174.6667	3359.3333	784	0.94685
Hs 578T	Afatinib	1.11	3011.6667	3359.3333	784	0.89858
Hs 578T	Afatinib	3.33	2886	3359.3333	784	0.86042
Hs 578T	Afatinib	10	561.3333	3359.3333	784	-0.14713
Hs 578T	BEZ235	0.04	1279.6667	3439.3333	784	0.25819
Hs 578T	BEZ235	0.12	1146.6667	3439.3333	784	0.1951
Hs 578T	BEZ235	0.37	978.3333	3439.3333	784	0.10939
Hs 578T	BEZ235	1.11	1026	3439.3333	784	0.1344
Hs 578T	BEZ235	3.33	991.6667	3439.3333	784	0.11645
Hs 578T	BEZ235	10	1015	3439.3333	784	0.12869
Hs 578T	BI-2536	0.04	603.3333	3359.3333	784	-0.11731
Hs 578T	BI-2536	0.12	613	3359.3333	784	-0.1106
Hs 578T	BI-2536	0.37	646.6667	3359.3333	784	-0.087655
Hs 578T	BI-2536	1.11	688	3359.3333	784	-0.060326
Hs 578T	BI-2536	3.33	702	3359.3333	784	-0.051265
Hs 578T	BI-2536	10	615.6667	3359.3333	784	-0.10876
Hs 578T	BMS-387032	0.04	2652	3359.3333	784	0.78697
Hs 578T	BMS-387032	0.12	609.6667	3359.3333	784	-0.1129
Hs 578T	BMS-387032	0.37	574.6667	3359.3333	784	-0.13754
Hs 578T	BMS-387032	1.11	565.3333	3359.3333	784	-0.14424
Hs 578T	BMS-387032	3.33	586	3359.3333	784	-0.12948
Hs 578T	BMS-387032	10	572.6667	3359.3333	784	-0.13897
Hs 578T	BMS345541	0.04	3415	3359.3333	784	1.0157
Hs 578T	BMS345541	0.12	3353	3359.3333	784	0.9982
Hs 578T	BMS345541	0.37	3319.6667	3359.3333	784	0.98872
Hs 578T	BMS345541	1.11	3055	3359.3333	784	0.91154
Hs 578T	BMS345541	3.33	2410.6667	3359.3333	784	0.70757
Hs 578T	BMS345541	10	490	3359.3333	784	-0.2006
Hs 578T	BX-912	0.04	3306	3439.3333	784	0.96327
Hs 578T	BX-912	0.12	3070.3333	3439.3333	784	0.89638
Hs 578T	BX-912	0.37	2532.3333	3439.3333	784	0.73262
Hs 578T	BX-912	1.11	1528.6667	3439.3333	784	0.36755
Hs 578T	BX-912	3.33	1041.3333	3439.3333	784	0.14232
Hs 578T	BX-912	10	640.3333	3439.3333	784	-0.090527
Hs 578T	BYL719	0.04	3338.3333	3439.3333	784	0.97225
Hs 578T	BYL719	0.12	3130.6667	3439.3333	784	0.91375
Hs 578T	BYL719	0.37	2979	3439.3333	784	0.86972
Hs 578T	BYL719	1.11	2863.3333	3439.3333	784	0.83533
Hs 578T	BYL719	3.33	2621.3333	3439.3333	784	0.76091
Hs 578T	BYL719	10	2028.3333	3439.3333	784	0.56143
Hs 578T	Barasertib	0.04	1428.3333	3439.3333	784	0.32472
Hs 578T	Barasertib	0.12	1408	3439.3333	784	0.31584
Hs 578T	Barasertib	0.37	1389.3333	3439.3333	784	0.30764
Hs 578T	Barasertib	1.11	1357.6667	3439.3333	784	0.29358
Hs 578T	Barasertib	3.33	1261.3333	3439.3333	784	0.24971
Hs 578T	Barasertib	10	1081	3439.3333	784	0.16252
Hs 578T	Brivanib	0.04	3311.3333	3439.3333	784	0.96476
Hs 578T	Brivanib	0.12	3256.3333	3439.3333	784	0.94939
Hs 578T	Brivanib	0.37	3302	3439.3333	784	0.96216
Hs 578T	Brivanib	1.11	3206.6667	3439.3333	784	0.93539
Hs 578T	Brivanib	3.33	3179.3333	3439.3333	784	0.92764
Hs 578T	Brivanib	10	2697.6667	3439.3333	784	0.78476
Hs 578T	Buparlisib	0.04	3263	3439.3333	784	0.95126
Hs 578T	Buparlisib	0.12	2884	3439.3333	784	0.84153
Hs 578T	Buparlisib	0.37	2352.6667	3439.3333	784	0.67387
Hs 578T	Buparlisib	1.11	1064.3333	3439.3333	784	0.15408
Hs 578T	Buparlisib	3.33	542	3439.3333	784	-0.1589
Hs 578T	Buparlisib	10	461	3439.3333	784	-0.22036
Hs 578T	CGP60474	0.04	1707.3333	3399.3333	784	0.44448
Hs 578T	CGP60474	0.12	709.3333	3399.3333	784	-0.04619
Hs 578T	CGP60474	0.37	579.5	3399.3333	784	-0.13309
Hs 578T	CGP60474	1.11	553	3399.3333	784	-0.15205
Hs 578T	CGP60474	3.33	527.8333	3399.3333	784	-0.17051
Hs 578T	CGP60474	10	474.6667	3399.3333	784	-0.21109
Hs 578T	CHIR-99021	0.04	3246.3333	3359.3333	784	0.96767
Hs 578T	CHIR-99021	0.12	3227.6667	3359.3333	784	0.96227
Hs 578T	CHIR-99021	0.37	3237.6667	3359.3333	784	0.96516
Hs 578T	CHIR-99021	1.11	3085	3359.3333	784	0.92046
Hs 578T	CHIR-99021	3.33	3041.3333	3359.3333	784	0.90746
Hs 578T	CHIR-99021	10	1941.3333	3359.3333	784	0.54022
Hs 578T	CP466722	0.04	3575	3439.3333	784	1.0366
Hs 578T	CP466722	0.12	3566	3439.3333	784	1.0342
Hs 578T	CP466722	0.37	3602.6667	3439.3333	784	1.044
Hs 578T	CP466722	1.11	3485	3439.3333	784	1.0124
Hs 578T	CP466722	3.33	3304.6667	3439.3333	784	0.9629
Hs 578T	CP466722	10	2334.3333	3439.3333	784	0.66774
Hs 578T	CP724714	0.04	3302.3333	3439.3333	784	0.96225
Hs 578T	CP724714	0.12	3322	3439.3333	784	0.96772
Hs 578T	CP724714	0.37	3298.6667	3439.3333	784	0.96123
Hs 578T	CP724714	1.11	3251.6667	3439.3333	784	0.94808
Hs 578T	CP724714	3.33	3166	3439.3333	784	0.92385
Hs 578T	CP724714	10	2935.3333	3439.3333	784	0.85682
Hs 578T	CYT387	0.04	3203.3333	3439.3333	784	0.93445
Hs 578T	CYT387	0.12	2910	3439.3333	784	0.84929
Hs 578T	CYT387	0.37	2614	3439.3333	784	0.7586
Hs 578T	CYT387	1.11	2219.6667	3439.3333	784	0.62883
Hs 578T	CYT387	3.33	1691.6667	3439.3333	784	0.43407
Hs 578T	CYT387	10	872.3333	3439.3333	784	0.051322
Hs 578T	Canertinib	0.04	3378.6667	3359.3333	784	1.0055
Hs 578T	Canertinib	0.12	3363.3333	3359.3333	784	1.0011
Hs 578T	Canertinib	0.37	3261	3359.3333	784	0.9719
Hs 578T	Canertinib	1.11	3167	3359.3333	784	0.94461
Hs 578T	Canertinib	3.33	2852	3359.3333	784	0.84995
Hs 578T	Canertinib	10	400	3359.3333	784	-0.27426
Hs 578T	Celastrol	0.04	3487.6667	3359.3333	784	1.036
Hs 578T	Celastrol	0.12	3558.3333	3359.3333	784	1.0556
Hs 578T	Celastrol	0.37	2830.3333	3359.3333	784	0.84324
Hs 578T	Celastrol	1.11	1171	3359.3333	784	0.2106
Hs 578T	Celastrol	3.33	684	3359.3333	784	-0.062932
Hs 578T	Celastrol	10	420	3359.3333	784	-0.2572
Hs 578T	Crizotinib	0.04	3332.6667	3439.3333	784	0.97068
Hs 578T	Crizotinib	0.12	3281	3439.3333	784	0.9563
Hs 578T	Crizotinib	0.37	3080.6667	3439.3333	784	0.89937
Hs 578T	Crizotinib	1.11	2621.6667	3439.3333	784	0.76101
Hs 578T	Crizotinib	3.33	1504.6667	3439.3333	784	0.35745
Hs 578T	Crizotinib	10	870	3439.3333	784	0.050002
Hs 578T	Dasatinib	0.04	1649.1667	3399.3333	784	0.42101
Hs 578T	Dasatinib	0.12	1133.6667	3399.3333	784	0.19037
Hs 578T	Dasatinib	0.37	843	3399.3333	784	0.034879
Hs 578T	Dasatinib	1.11	772.8333	3399.3333	784	-0.0067556
Hs 578T	Dasatinib	3.33	720.6667	3399.3333	784	-0.03902
Hs 578T	Dasatinib	10	640.8333	3399.3333	784	-0.09088
Hs 578T	Dovitinib	0.04	2739	3439.3333	784	0.79753
Hs 578T	Dovitinib	0.12	2034.6667	3439.3333	784	0.56371
Hs 578T	Dovitinib	0.37	1356	3439.3333	784	0.29283
Hs 578T	Dovitinib	1.11	1293.3333	3439.3333	784	0.26447
Hs 578T	Dovitinib	3.33	1327	3439.3333	784	0.2798
